pago_id,monto,fecha,id_usuario,id_videojuego
5568,19000,2021-10-10,36,39
6090,19000,2020-10-04,78,39
4853,19000,2020-10-05,141,39
5607,19000,2021-09-25,134,39
4963,19000,2021-03-20,111,39
3979,19000,2020-01-28,77,39
6175,19000,2021-08-06,130,39
3539,19000,2021-09-03,22,39
4998,19000,2020-08-23,87,39
5770,5250,2020-12-21,10,40
4517,5250,2020-08-04,74,40
4480,5250,2021-03-22,11,40
6134,5250,2021-05-30,129,40
3486,5250,2021-07-05,102,40
4421,5250,2021-07-14,81,40
3752,5250,2021-05-18,108,40
6020,5250,2020-07-22,138,40
3533,5250,2020-10-12,22,40
3608,5250,2021-09-15,115,40
4788,6000,2020-06-08,64,40
4125,6000,2021-09-07,54,40
4699,6000,2020-05-20,133,40
4570,6000,2021-09-05,126,40
5935,6000,2021-06-10,46,40
4414,6000,2020-09-26,110,40
5513,6000,2020-05-13,38,40
3823,6000,2020-01-05,101,40
3893,6000,2020-08-25,127,40
5844,6000,2020-07-13,45,40
4814,9750,2020-02-14,150,40
5113,9750,2020-07-11,83,40
6226,9750,2020-04-29,135,40
5408,9750,2021-03-05,84,40
3850,9750,2021-07-29,146,40
6345,9750,2021-02-24,100,40
3544,9750,2020-08-22,145,40
3773,9750,2021-01-17,116,40
5731,9750,2021-10-09,80,40
5223,9750,2021-08-04,118,40
6288,7500,2020-07-19,94,40
5647,7500,2020-05-31,86,40
4197,7500,2020-02-12,93,40
4357,7500,2020-06-06,148,40
6094,7500,2021-10-30,78,40
6121,7500,2021-05-09,140,40
6311,6000,2021-05-13,76,40
4962,6000,2020-02-08,111,40
4898,6000,2021-05-11,47,40
5118,6000,2020-09-30,28,40
5058,6000,2020-06-07,82,40
5172,6000,2021-05-30,85,40
5905,5000,2020-12-17,69,43
3644,5000,2021-05-29,9,43
4412,5000,2020-01-13,110,43
3729,5000,2021-07-19,108,43
3830,5000,2020-10-28,101,43
5931,5000,2020-08-03,46,43
4318,5000,2021-02-25,105,43
4393,5000,2020-09-16,23,43
5798,5000,2021-03-26,119,43
4083,5000,2021-03-26,137,43
6292,5000,2020-03-17,94,43
5131,5000,2020-01-22,28,43
4039,5000,2021-05-15,96,43
4815,5000,2021-06-28,150,43
5238,5000,2020-11-02,88,43
5025,5000,2020-02-13,121,43
3934,5000,2021-02-02,99,43
3679,5000,2021-03-21,109,43
4178,5000,2020-12-26,112,43
3493,25960,2021-09-18,102,59
6259,23600,2020-10-10,95,59
4989,25960,2020-08-19,87,59
5248,25960,2020-11-26,88,59
6014,23600,2020-08-04,138,59
4428,23600,2021-10-06,81,59
4067,25960,2021-02-15,137,59
4573,32450,2021-02-25,126,59
4822,32450,2021-11-28,150,59
4779,35695,2021-09-24,64,59
3990,35695,2020-11-14,77,59
5431,32450,2020-08-11,136,59
3930,35695,2021-01-06,99,59
5936,35695,2020-03-05,46,59
5516,32450,2021-06-14,38,59
3899,32450,2020-07-02,127,59
4059,32450,2020-01-01,96,59
5813,29500,2020-03-14,30,59
4937,32450,2021-06-20,47,59
3851,32450,2020-10-20,146,59
4319,32450,2021-01-23,105,59
4202,29500,2020-07-15,93,59
4601,29500,2021-08-28,120,59
3720,32450,2020-04-15,97,59
4180,29500,2020-12-17,112,59
5057,32450,2020-11-05,82,59
6205,29500,2021-09-08,135,59
4471,32450,2020-09-27,11,59
5121,29500,2021-01-21,28,59
4078,24400,2020-12-14,137,71
6124,24400,2020-12-10,140,71
4160,24400,2021-07-16,112,71
3551,24400,2020-11-23,145,71
3876,24400,2021-06-26,146,71
3923,24400,2021-12-03,99,71
6183,24400,2020-03-07,130,71
6262,24400,2021-04-30,95,71
3637,33550,2020-12-21,9,71
6060,33550,2020-02-25,113,71
3799,33550,2020-02-14,107,71
4506,33550,2020-06-12,74,71
3815,33550,2020-04-17,101,71
4781,33550,2021-04-03,64,71
4120,33550,2020-09-27,54,71
5837,33550,2020-06-10,45,71
4568,33550,2021-05-23,126,71
3716,33550,2021-06-23,97,71
5729,33550,2021-08-01,80,71
4459,30500,2020-09-12,11,71
5279,30500,2020-08-19,88,71
4851,30500,2020-10-21,141,71
4887,30500,2020-05-20,103,71
6365,30500,2021-02-23,100,71
5719,30500,2021-05-16,139,71
5056,24400,2020-08-16,82,71
3681,24400,2020-03-29,109,71
4919,22750,2021-11-06,47,72
3529,22750,2020-04-25,22,72
3924,22750,2020-10-21,99,72
4422,22750,2020-09-12,81,72
6192,22750,2020-09-13,135,72
4158,22750,2021-08-03,112,72
3908,22750,2021-10-23,127,72
3560,22750,2020-06-14,145,72
6011,22750,2020-08-17,138,72
3491,22750,2021-03-09,102,72
5195,17500,2020-09-28,85,72
4123,17500,2021-09-05,54,72
4384,17500,2020-12-27,23,72
5093,17500,2020-03-31,83,72
4499,17500,2021-08-14,74,72
3863,17500,2020-07-13,146,72
5088,21000,2020-05-05,82,72
5224,21000,2021-02-16,118,72
4640,21000,2021-05-25,106,72
4708,21000,2021-09-10,133,72
4659,21000,2021-11-13,142,72
4271,21000,2021-02-24,79,72
5878,21000,2020-08-21,45,72
6361,21000,2020-08-22,100,72
4442,21000,2021-05-07,11,72
4306,21000,2020-06-15,105,72
4003,21000,2021-03-25,77,72
5811,17500,2020-10-12,30,72
5831,17500,2021-11-17,147,72
6056,17500,2020-06-13,113,72
4358,17500,2020-05-22,148,72
3804,17500,2020-02-16,107,72
5751,15750,2020-08-24,80,72
5208,15750,2021-09-10,123,72
5322,15750,2020-12-02,32,72
3673,15750,2020-09-02,109,72
4296,30150,2021-08-16,79,73
6305,30150,2021-09-08,94,73
5247,30150,2021-01-26,88,73
3554,30150,2021-12-01,145,73
3525,30150,2020-12-22,22,73
5711,30150,2020-06-04,139,73
4652,30150,2021-07-06,142,73
5906,30150,2021-09-28,69,73
4153,30150,2021-02-06,54,73
5521,30150,2020-03-26,38,73
4791,30150,2020-09-29,150,73
3929,26800,2020-10-18,99,73
5659,26800,2020-05-08,86,73
3643,26800,2020-10-06,9,73
5840,26800,2021-06-20,45,73
4622,26800,2020-11-29,120,73
4377,26800,2020-04-26,23,73
5928,26800,2020-02-27,46,73
4417,26800,2020-08-04,110,73
6358,23450,2020-06-17,100,73
6097,23450,2020-06-02,78,73
3687,23450,2020-04-19,97,73
6231,23450,2020-01-03,135,73
5950,23450,2020-05-19,44,73
5402,23450,2020-03-23,84,73
3611,23450,2020-10-14,115,73
4029,23450,2020-09-11,89,73
4495,23450,2020-12-05,74,73
5496,33500,2021-08-15,91,73
6149,33500,2021-07-13,129,73
4089,33500,2020-06-18,137,73
3806,33500,2020-11-11,107,73
4458,33500,2021-08-01,11,73
6116,33500,2021-11-20,140,73
5787,33500,2020-01-29,10,73
4551,33500,2020-08-29,117,73
5764,33500,2020-11-11,80,73
6173,30150,2020-11-28,130,73
6314,30150,2021-08-30,76,73
5615,30150,2020-02-16,134,73
6250,30150,2020-03-19,95,73
4902,30150,2021-10-13,47,73
4041,30150,2021-03-03,96,73
5210,30150,2020-07-10,123,73
5772,52195,2021-12-07,10,75
5911,52195,2020-07-03,69,75
4012,47450,2021-11-03,89,75
4163,52195,2020-02-10,112,75
3488,47450,2020-02-04,102,75
6201,52195,2021-01-21,135,75
5707,52195,2021-02-21,139,75
5856,47450,2020-02-19,45,75
4482,47450,2020-08-15,11,75
4876,52195,2020-02-06,103,75
3521,47450,2020-09-08,22,75
5938,52195,2021-02-25,46,75
4151,47450,2021-01-10,54,75
3959,25550,2021-03-25,125,75
4563,28105,2020-08-24,117,75
4301,25550,2020-04-07,105,75
4804,25550,2020-05-12,150,75
5089,25550,2020-08-18,82,75
4497,25550,2020-12-14,74,75
6070,28105,2020-10-19,113,75
3945,25550,2020-04-08,99,75
5454,40150,2021-02-06,136,75
3808,40150,2020-03-20,107,75
5126,40150,2020-06-19,28,75
4390,36500,2020-12-27,23,75
5348,40150,2021-07-14,13,75
6287,36500,2020-02-09,94,75
5674,40150,2021-05-07,12,75
5360,40150,2020-02-07,92,75
6150,40150,2020-09-10,129,75
5239,48180,2020-09-24,88,75
4231,43800,2020-11-02,143,75
5755,48180,2020-06-11,80,75
5017,43800,2020-05-08,121,75
6115,48180,2020-09-08,140,75
4964,43800,2021-06-05,111,75
5318,43800,2021-05-13,32,75
6171,43800,2020-01-04,130,75
6299,30195,2021-09-07,94,109
3527,27450,2021-07-21,22,109
4912,30195,2020-07-01,47,109
5164,27450,2021-05-04,28,109
3561,30195,2021-09-13,145,109
3910,30195,2021-12-02,127,109
6132,30195,2020-07-30,129,109
5282,30195,2021-10-22,149,109
4874,30195,2021-10-16,103,109
6086,30500,2021-03-10,78,109
5624,30500,2021-04-01,134,109
4463,30500,2020-11-16,11,109
4683,33550,2020-04-18,142,109
5773,33550,2021-08-31,10,109
5035,30500,2020-07-02,121,109
4552,33550,2021-08-04,117,109
3740,30500,2020-09-17,108,109
5533,30500,2021-06-28,38,109
4283,33550,2020-09-06,79,109
4192,30500,2021-07-04,93,109
5992,30500,2020-12-12,98,109
6243,33550,2021-09-23,95,109
4580,33550,2020-09-11,126,109
3682,33550,2021-08-02,109,109
5314,30500,2020-11-18,32,109
5368,41200,2020-06-26,35,113
6265,41200,2020-11-24,95,113
3489,41200,2021-03-13,102,113
6307,41200,2021-02-02,94,113
4015,41200,2021-08-03,89,113
3579,41200,2020-02-27,104,113
3753,41200,2020-12-01,108,113
6019,41200,2020-12-09,138,113
4796,41200,2020-07-04,150,113
4481,41200,2021-11-18,11,113
5246,41200,2021-05-24,88,113
3952,66950,2021-07-23,125,113
5424,66950,2020-07-26,136,113
5875,66950,2020-10-28,45,113
5401,66950,2021-05-20,84,113
4737,66950,2020-11-29,124,113
6224,66950,2021-12-11,135,113
6354,66950,2021-05-02,100,113
5133,51500,2020-02-17,28,113
5034,51500,2020-08-11,121,113
4130,51500,2021-01-29,54,113
5986,51500,2021-03-10,98,113
6091,51500,2020-12-21,78,113
5531,51500,2021-07-31,38,113
3771,41200,2020-09-03,116,113
5202,41200,2021-10-16,123,113
3935,41200,2020-04-14,99,113
4656,39000,2021-12-05,142,116
6197,39000,2020-01-24,135,116
3496,39000,2021-12-05,102,116
4862,39000,2021-09-13,141,116
3528,39000,2021-03-05,22,116
4915,39000,2020-12-24,47,116
3903,39000,2020-09-05,127,116
5443,39000,2020-03-29,136,116
4991,50700,2020-04-29,87,116
4309,50700,2020-05-17,105,116
5611,50700,2021-11-24,134,116
4333,50700,2021-06-08,148,116
6312,50700,2021-04-16,76,116
3670,50700,2020-09-05,109,116
5052,39000,2020-02-06,121,116
5091,39000,2021-03-17,83,116
5181,39000,2020-09-02,85,116
6157,39000,2020-03-06,129,116
4211,39000,2021-08-28,93,116
3620,39000,2021-07-15,122,116
3841,39000,2020-05-22,101,116
5739,39000,2020-03-08,80,116
5801,39000,2020-09-22,30,116
5967,39000,2020-01-22,44,116
5587,39000,2021-09-20,36,116
3577,39000,2021-09-29,104,116
4099,39000,2020-04-19,40,116
4536,39000,2021-02-09,117,116
3589,39000,2021-06-06,115,116
3793,39000,2021-03-07,107,116
4330,39000,2021-09-10,41,116
3879,39000,2020-12-16,146,116
5492,39000,2020-10-24,91,116
5915,39000,2021-02-22,144,116
4521,39000,2020-11-14,74,116
4294,39000,2021-08-19,79,116
5296,39000,2020-06-17,149,116
5679,39000,2020-09-22,12,116
4730,39000,2021-03-23,124,116
4717,39000,2020-08-31,133,116
4985,39000,2020-12-08,111,116
4634,39000,2020-02-28,106,116
3970,39000,2020-02-09,125,116
4243,39000,2021-06-05,143,116
3522,4000,2021-05-10,22,121
5449,4000,2021-01-30,136,121
3912,4000,2020-10-13,127,121
4655,4000,2021-04-18,142,121
5339,4000,2020-02-12,13,121
5036,4000,2021-02-27,121,121
3750,4000,2021-03-31,108,121
4149,4000,2021-05-24,54,121
4718,4000,2021-07-20,133,121
5635,4000,2021-11-15,131,121
6049,4000,2020-12-23,113,121
3485,4000,2021-10-22,102,121
4938,4000,2020-03-27,128,121
6200,4000,2020-06-11,135,121
4020,4000,2020-10-17,89,121
4423,4000,2021-11-26,81,121
6278,3630,2020-03-12,132,124
5520,3630,2020-02-24,38,124
4658,3630,2021-04-13,142,124
6263,3630,2021-09-09,95,124
5441,3630,2021-06-23,136,124
6335,3300,2020-06-15,76,124
4383,3300,2021-11-11,23,124
5654,3300,2020-06-04,86,124
6112,3300,2020-03-18,140,124
5096,3300,2021-01-30,83,124
3798,3300,2020-11-20,107,124
3634,3300,2021-10-04,9,124
4121,3300,2020-10-29,54,124
4507,3300,2021-11-24,74,124
4111,3300,2020-01-07,40,124
4264,3300,2020-12-30,79,124
5722,3300,2021-09-17,80,124
4040,2970,2021-03-23,96,124
5604,2970,2021-04-16,134,124
3667,2970,2020-03-16,109,124
4600,2970,2021-09-14,120,124
5866,2970,2021-08-09,45,124
4816,2970,2020-09-24,150,124
5977,2970,2021-03-01,98,124
5288,2970,2021-11-23,149,124
5616,40755,2020-09-20,134,127
4694,40755,2021-05-24,27,127
3999,40755,2020-12-22,77,127
5048,40755,2020-04-18,121,127
5553,37050,2021-08-20,38,127
4666,37050,2021-01-17,142,127
5112,40755,2021-06-16,83,127
3690,37050,2021-01-05,97,127
6118,28500,2021-07-14,140,127
4199,28500,2021-08-05,93,127
4288,28500,2021-05-26,79,127
5628,28500,2020-03-11,131,127
5651,31350,2021-01-06,86,127
5130,31350,2020-01-14,28,127
4011,28500,2020-04-18,89,127
5762,31350,2021-02-20,80,127
5991,28500,2020-09-18,98,127
5361,31350,2020-06-04,92,127
5413,34200,2020-04-17,136,127
3872,37620,2021-11-16,146,127
4233,34200,2020-08-03,143,127
5060,37620,2020-06-07,82,127
5584,34200,2020-08-05,36,127
6313,37620,2020-12-28,76,127
4968,37620,2021-11-11,111,127
4584,34200,2021-01-25,126,127
3658,37600,2020-09-04,9,128
5406,37600,2021-01-14,84,128
4744,37600,2020-03-07,124,128
4662,37600,2021-04-02,142,128
3946,37600,2021-05-08,99,128
6363,47000,2021-09-18,100,128
6092,47000,2020-01-27,78,128
5873,47000,2020-12-13,45,128
4437,47000,2020-05-09,81,128
5817,47000,2020-01-21,30,128
5033,47000,2020-09-03,121,128
6023,47000,2021-08-05,138,128
4230,61100,2020-08-23,143,128
6213,61100,2020-09-03,135,128
3721,61100,2020-02-29,97,128
5752,61100,2020-07-26,80,128
4467,61100,2020-05-15,11,128
5174,61100,2020-08-15,85,128
4590,61100,2021-08-15,126,128
3677,61100,2021-12-02,109,128
5063,61100,2021-08-18,82,128
6191,48500,2020-01-28,135,132
5907,48500,2021-01-23,69,132
5694,48500,2020-03-29,139,132
3917,48500,2020-11-03,127,132
4952,48500,2021-06-04,128,132
6046,48500,2021-05-19,113,132
4347,48500,2021-03-22,148,132
4790,48500,2020-04-20,150,132
3582,48500,2020-05-11,104,132
5044,33950,2020-07-27,121,132
5930,33950,2020-12-25,46,132
6110,33950,2021-04-08,140,132
4373,33950,2021-03-21,23,132
4510,33950,2020-10-21,74,132
3633,33950,2020-12-24,9,132
4906,33950,2020-09-22,47,132
4944,16335,2020-11-10,128,231
5440,16335,2020-12-21,136,231
4017,14850,2020-11-08,89,231
4071,14850,2021-10-01,137,231
4911,14850,2020-12-28,47,231
4159,14850,2021-08-04,112,231
6274,16335,2020-07-16,132,231
5337,16335,2020-03-27,13,231
6258,16335,2020-09-16,95,231
6131,14850,2021-11-05,129,231
4955,14850,2021-10-05,114,231
5329,21450,2021-01-23,32,231
4808,23595,2020-07-28,150,231
3993,23595,2020-01-27,77,231
5046,23595,2021-07-20,121,231
5080,23595,2021-02-25,82,231
3585,23595,2020-10-20,104,231
5304,23595,2020-11-09,149,231
5640,23595,2021-10-24,131,231
4407,23595,2021-03-20,110,231
6222,21450,2020-09-27,135,231
5960,23595,2020-09-27,44,231
5623,21450,2020-05-04,134,231
4280,21450,2020-12-31,79,231
3767,18150,2021-04-08,116,231
5765,18150,2020-01-08,80,231
4884,18150,2021-10-05,103,231
5536,16500,2021-07-24,38,231
4439,16500,2021-10-03,81,231
5675,16500,2020-04-15,12,231
4194,16500,2021-04-02,93,231
6137,36450,2021-12-09,129,233
6202,36450,2021-04-07,135,233
3495,36450,2021-04-14,102,233
4023,36450,2020-02-25,89,233
5372,36450,2021-05-24,35,233
5439,36450,2020-07-30,136,233
3614,36450,2020-03-05,115,233
4660,36450,2020-06-24,142,233
5636,36450,2021-04-15,131,233
6099,36450,2021-06-22,78,233
3547,36450,2020-02-16,145,233
4709,36450,2021-07-31,133,233
6348,36450,2021-01-19,100,233
4645,36450,2020-08-27,106,233
4275,36450,2020-07-05,79,233
4868,36450,2020-04-27,103,233
5958,36450,2020-12-12,44,233
6058,40500,2021-10-19,113,233
5129,40500,2020-01-10,28,233
5503,40500,2020-01-09,91,233
4930,40500,2020-09-19,47,233
5008,40500,2021-03-16,87,233
3738,40500,2020-08-02,108,233
4969,44550,2020-10-12,111,233
5606,44550,2021-04-25,134,233
4169,44550,2020-05-21,112,233
6174,44550,2020-05-28,130,233
5750,44550,2021-08-10,80,233
6114,44550,2020-04-10,140,233
5768,17100,2020-08-10,10,247
5438,17100,2021-08-22,136,247
4559,17100,2021-01-24,117,247
6301,17100,2020-04-06,94,247
5910,17100,2020-08-04,69,247
4577,20900,2021-09-02,126,247
4416,20900,2021-08-16,110,247
6104,20900,2020-01-14,140,247
4502,20900,2021-09-21,74,247
6066,20900,2020-08-30,113,247
4091,20900,2021-08-25,137,247
3896,20900,2020-04-11,127,247
3717,20900,2020-02-21,97,247
3730,20900,2021-10-11,108,247
5041,20900,2020-11-15,121,247
5658,20900,2021-11-13,86,247
4378,20900,2021-04-06,23,247
5261,20900,2020-05-12,88,247
4688,20900,2021-05-27,27,247
5953,20900,2021-01-26,44,247
4740,20900,2020-03-02,124,247
4030,20900,2021-12-10,89,247
4668,20900,2021-07-10,142,247
4000,20900,2021-07-11,77,247
5335,20900,2021-10-05,32,247
6028,19000,2020-07-11,138,247
5578,19000,2021-11-28,36,247
4627,19000,2021-09-06,106,247
4196,19000,2020-04-18,93,247
5667,19000,2020-01-28,12,247
3649,19000,2021-08-28,9,247
4096,19000,2021-07-14,40,247
3805,19000,2021-08-28,107,247
4359,19000,2020-12-10,148,247
5354,19000,2020-09-14,92,247
5502,19000,2020-02-23,91,247
4173,19000,2021-01-25,112,247
5173,19000,2021-08-28,85,247
4038,19000,2021-03-02,96,247
3638,62150,2020-02-17,9,327
4371,62150,2021-08-22,23,327
3985,62150,2021-03-17,77,327
5849,62150,2021-09-29,45,327
5510,62150,2021-04-01,38,327
3586,62150,2020-07-05,115,327
6266,62150,2021-03-19,95,327
6100,62150,2020-07-28,140,327
4826,62150,2021-04-26,150,327
6331,62150,2020-04-10,76,327
5357,56500,2021-07-09,92,327
4756,56500,2021-05-07,124,327
5582,56500,2020-09-29,36,327
5797,56500,2020-01-30,119,327
4462,56500,2020-03-17,11,327
4553,56500,2021-04-27,117,327
3492,57200,2020-12-19,102,343
5695,57200,2021-07-18,139,343
6260,57200,2020-01-12,95,343
5102,46800,2021-07-10,83,343
5512,46800,2020-03-18,38,343
3647,46800,2021-04-16,9,343
5851,46800,2021-10-08,45,343
6106,46800,2020-10-22,140,343
4775,46800,2020-06-05,64,343
4092,46800,2020-07-11,137,343
4266,46800,2021-11-09,79,343
4908,46800,2020-11-23,47,343
4051,46800,2021-02-14,96,343
3718,46800,2020-02-15,97,343
3897,46800,2020-08-05,127,343
4560,52000,2020-02-08,117,343
4226,52000,2021-02-23,143,343
3998,52000,2021-11-15,77,343
4813,52000,2021-03-31,150,343
4695,52000,2021-03-05,27,343
5349,52000,2020-09-08,13,343
6057,52000,2020-09-26,113,343
4685,52000,2020-01-24,142,343
6286,52000,2020-02-29,94,343
5753,46800,2021-02-07,80,343
4967,46800,2020-06-29,111,343
5423,46800,2021-11-27,136,343
5066,46800,2021-09-07,82,343
4992,46800,2021-04-19,87,343
5884,47000,2021-11-16,45,358
5972,47000,2021-12-11,44,358
5150,47000,2021-07-13,28,358
5179,47000,2021-06-23,85,358
6237,47000,2021-10-19,135,358
3578,47000,2020-08-22,104,358
3791,47000,2021-04-13,107,358
3878,47000,2020-06-02,146,358
4833,47000,2021-08-29,150,358
4595,47000,2020-01-14,126,358
5464,47000,2020-06-18,136,358
3890,47000,2021-07-07,127,358
3973,47000,2021-01-09,125,358
3622,47000,2020-09-14,122,358
6082,47000,2021-05-22,78,358
6158,47000,2020-06-27,129,358
4328,47000,2021-10-23,41,358
5689,47000,2020-10-21,12,358
4676,47000,2020-10-09,142,358
5275,47000,2020-01-26,88,358
3708,47000,2021-03-26,97,358
4736,47000,2020-06-20,124,358
5291,47000,2021-05-30,149,358
4368,47000,2020-07-07,23,358
6033,47000,2020-07-05,138,358
4187,47000,2020-12-01,112,358
3602,47000,2021-02-01,115,358
4710,47000,2021-07-16,133,358
4922,47000,2021-08-04,47,358
4543,47000,2021-06-27,117,358
5385,47000,2020-10-16,35,358
5644,47000,2021-07-05,131,358
5548,47000,2020-10-29,38,358
3652,47000,2021-06-02,9,358
4214,47000,2020-02-06,93,358
5742,47000,2021-05-29,80,358
4766,47000,2020-01-12,64,358
4244,47000,2021-02-11,143,358
4190,24500,2020-02-17,93,379
4394,26950,2021-11-15,23,379
5676,24500,2020-09-23,12,379
5340,26950,2021-02-13,13,379
4609,26950,2020-09-02,120,379
5280,24500,2021-11-27,88,379
5527,26950,2020-05-20,38,379
4086,24500,2021-08-10,137,379
5779,24500,2020-06-04,10,379
3691,10000,2020-02-02,97,427
3994,10000,2021-10-05,77,427
6219,10000,2021-09-08,135,427
4281,10000,2020-12-19,79,427
4094,10000,2020-07-03,137,427
3962,10000,2021-06-18,125,427
5271,10000,2020-08-29,88,427
4696,10000,2020-08-05,27,427
